Filename,Date,Time,Table,Corp,Fleet,Search Name,Search Data,Status,Rows,Work Flow Time,Search Time,Facet Time
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:01:41,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:01:43,,,,Widget,table=vehicle,OK,1053702,2572,2338,228
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:02:21,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:02:24,,,,Widget,make=Lexus:table=vehicle,OK,6691,2193,1843,234
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:02:40,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:02:40,,,,Widget,model=9-3:make=Lexus:table=vehicle,OK,3254,873,543,226
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:02:56,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:02:57,,,,Widget,model=9-3:city_name=Brampton:make=Lexus:table=vehicle,OK,1343,838,575,228
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:03:08,,,009732,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:03:09,,,009732,Widget,model=9-3:city_name=Brampton:make=Lexus:fleet_number=009732:table=vehicle,OK,272,799,562,230
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:03:26,,,009732,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:03:27,,,009732,Widget,level2=00a100:inventory_status=On+Road:model=9-3:city_name=Brampton:make=Lexus:fleet_number=009732:table=vehicle,OK,17,893,580,229
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:03:40,,,009732,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:03:41,,,009732,Widget,level2=00a100:inventory_status=On+Road:model=9-3:city_name=Brampton:year=2006:make=Lexus:fleet_number=009732:table=vehicle,OK,10,791,553,226
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:04:23,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:04:25,,,009732,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:04:25,,,,table,individual,OK,1,1825,1725,67
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:04:26,,,009732,Widget,level2=00a100:inventory_status=On+Road:model=9-3:city_name=Brampton:year=2006:make=Lexus:fleet_number=009732:mis_range=13+-+36:table=vehicle,OK,4,802,563,230
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:04:45,,,009732,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:04:46,,,009732,Widget,level2=00a100:inventory_status=On+Road:model=9-3:city_name=Brampton:year=2006:make=Lexus:fleet_number=009732:mis_range=13+-+36:table=vehicle,OK,4,514,506,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:04:46,,,009732,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:04:46,,,009732,Widget,level2=00a100:inventory_status=On+Road:model=9-3:city_name=Brampton:year=2006:make=Lexus:fleet_number=009732:mis_range=13+-+36:table=vehicle,OK,4,10,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:04:47,,,009732,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:05:13,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:05:14,,,,Widget,table=vehicle,OK,1053702,1398,1158,235
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:05:19,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:05:19,,,,Widget,table=vehicle,OK,1053702,305,0,300
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:05:33,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:05:33,,,,Widget,table=vehicle,OK,1053702,295,1,291
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:06:05,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:06:05,,,,table,individual,OK,1,78,1,74
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:12:37,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:12:38,,,,Widget,model=Liberty+4x4:table=vehicle,OK,5579,882,532,230
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:12:45,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:12:46,,,,Widget,model=Liberty+4x4:make=Ford:table=vehicle,OK,2766,842,560,244
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:12:55,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:12:56,,,,Widget,model=Liberty+4x4:year=2006:make=Ford:table=vehicle,OK,65,895,608,200
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:13:06,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:13:07,,,,Widget,model=Liberty+4x4:state_or_province=AB:year=2006:make=Ford:table=vehicle,OK,52,822,573,228
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:13:25,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:13:25,,,,Widget,inventory_status=Sold:model=Liberty+4x4:state_or_province=AB:year=2006:make=Ford:table=vehicle,OK,25,885,588,276
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:18:44,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:18:46,,,,Widget,table=vehicle,OK,19179,1501,1009,292
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:18:48,,,,table,level_structure,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:18:49,,,,table,level_structure,OK,309533,1016,826,177
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:23,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:25,,,,Widget,table=vehicle,OK,685,1690,1449,235
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:33,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:34,,,,Widget,table=vehicle,OK,15,310,48,257
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:34,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:34,,,,Widget,table=vehicle,OK,11,48,46,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:34,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:34,,,,Widget,table=vehicle,OK,11,34,30,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:34,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:35,,,,table,individual,OK,1,714,709,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:35,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:35,,,,table,individual,OK,1,34,33,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:35,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:35,,,,table,individual,OK,1,35,33,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,1,33,32,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,1,37,34,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,1,35,33,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,1,37,33,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,1,35,33,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,1,38,35,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,1,25,23,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:36,,,,table,individual,OK,1,35,32,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:39,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:39,,,,Widget,table=vehicle,OK,15,346,48,284
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:40,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:40,,,,Widget,table=vehicle,OK,11,3,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:40,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:40,,,,Widget,table=vehicle,OK,11,7,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:41,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:41,,,,table,individual,OK,1,4,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:41,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:41,,,,table,individual,OK,1,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:41,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:41,,,,table,individual,OK,1,3,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:41,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:41,,,,table,individual,OK,1,4,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:41,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:41,,,,table,individual,OK,1,4,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:42,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:42,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:42,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:42,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:42,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:42,,,,table,individual,OK,1,3,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:42,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:42,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:42,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:42,,,,table,individual,OK,1,5,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:42,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:42,,,,table,individual,OK,1,3,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:44,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:44,,,,Widget,table=vehicle,OK,685,319,0,314
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:48,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:48,,,,Widget,table=vehicle,OK,15,120,117,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:48,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:48,,,,Widget,table=vehicle,OK,15,41,34,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:48,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:48,,,,table,individual,OK,1,60,46,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:48,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:48,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,3,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,4,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,3,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,Widget,table=vehicle,OK,11,3,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,3,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,Widget,table=vehicle,OK,11,3,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,3,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,4,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,3,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,4,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,6,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,4,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,4,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:50,,,,table,individual,OK,1,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:51,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:51,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:53,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:53,,,,table,individual,OK,1,6,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:53,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:53,,,,table,individual,OK,1,4,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,Widget,table=vehicle,OK,11,5,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,Widget,table=vehicle,OK,11,4,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,1,1,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,1,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,1,5,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,1,2,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,1,5,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,1,3,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,1,2,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:54,,,,table,individual,OK,1,4,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:55,,,,table,individual,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:55,,,,table,individual,OK,1,3,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:56,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:56,,,,Widget,table=vehicle,OK,11,1,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:56,,,,table,vehicle,OK,0,0,0,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:56,,,,Widget,table=vehicle,OK,11,4,1,0
c:\Attivio\VehiclePerson\queries.log.2012-11-08-10,08/Nov/2012,10:21:56,,,,table,individual,OK,0,0,0,0
