File Name,Date,Time,Connector Name,Records,Duration (ms)
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:38:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:38:20,IncrementalIndividualConnector,101,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:40:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:40:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:40:22,IncrementalIndividualConnector,101,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:41:28,IncrementalVehicleConnector,3020,28000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:42:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:42:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:42:20,IncrementalIndividualConnector,101,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:44:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:44:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:44:21,IncrementalIndividualConnector,101,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:45:32,IncrementalVehicleConnector,2912,32000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:46:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:46:12,IncrementalSecurityConnector,24,12000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:46:21,IncrementalIndividualConnector,101,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:48:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:48:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:48:22,IncrementalIndividualConnector,101,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:49:34,IncrementalVehicleConnector,2803,34000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:50:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:50:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:50:20,IncrementalIndividualConnector,101,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:52:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:52:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:52:22,IncrementalIndividualConnector,101,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:53:29,IncrementalVehicleConnector,2808,29000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:54:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:54:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:54:20,IncrementalIndividualConnector,101,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:56:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:56:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:56:21,IncrementalIndividualConnector,101,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:57:30,IncrementalVehicleConnector,2812,30000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:58:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:58:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,06:58:20,IncrementalIndividualConnector,101,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:00:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:00:12,IncrementalSecurityConnector,24,12000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:00:22,IncrementalIndividualConnector,101,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:01:28,IncrementalVehicleConnector,2815,28000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:02:10,IncrementalSecurityConnector,24,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:02:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:02:20,IncrementalIndividualConnector,101,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:04:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:04:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:04:22,IncrementalIndividualConnector,101,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:05:33,IncrementalVehicleConnector,2873,33000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:06:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:06:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:06:21,IncrementalIndividualConnector,101,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:08:10,IncrementalSecurityConnector,24,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:08:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:08:21,IncrementalIndividualConnector,101,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:09:28,IncrementalVehicleConnector,2860,28000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:10:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:10:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:10:20,IncrementalIndividualConnector,101,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:12:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:12:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:12:22,IncrementalIndividualConnector,101,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:13:31,IncrementalVehicleConnector,2806,31000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:14:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:14:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:14:21,IncrementalIndividualConnector,101,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:16:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:16:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:16:21,IncrementalIndividualConnector,101,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:17:32,IncrementalVehicleConnector,2793,32000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:18:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:18:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:18:20,IncrementalIndividualConnector,101,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:20:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:20:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:20:22,IncrementalIndividualConnector,101,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:21:29,IncrementalVehicleConnector,2792,29000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:22:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:22:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:22:20,IncrementalIndividualConnector,101,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:24:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:24:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:24:22,IncrementalIndividualConnector,101,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:25:32,IncrementalVehicleConnector,2825,32000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:26:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:26:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:26:21,IncrementalIndividualConnector,101,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:28:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:28:12,IncrementalSecurityConnector,24,12000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:28:21,IncrementalIndividualConnector,101,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:29:32,IncrementalVehicleConnector,2826,32000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:30:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:30:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:30:23,IncrementalIndividualConnector,104,23000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:32:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:32:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:32:23,IncrementalIndividualConnector,105,23000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:33:28,IncrementalVehicleConnector,2832,28000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:34:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:34:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:34:20,IncrementalIndividualConnector,105,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:36:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:36:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:36:22,IncrementalIndividualConnector,105,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:37:33,IncrementalVehicleConnector,2847,33000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:38:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:38:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:38:21,IncrementalIndividualConnector,105,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:40:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:40:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:40:21,IncrementalIndividualConnector,105,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:41:29,IncrementalVehicleConnector,2842,29000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:42:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:42:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:42:20,IncrementalIndividualConnector,105,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:44:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:44:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:44:22,IncrementalIndividualConnector,105,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:45:32,IncrementalVehicleConnector,4610,32000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:46:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:46:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:46:20,IncrementalIndividualConnector,105,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:48:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:48:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:48:21,IncrementalIndividualConnector,105,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:49:35,IncrementalVehicleConnector,6140,35000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:50:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:50:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:50:21,IncrementalIndividualConnector,105,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:52:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:52:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:52:21,IncrementalIndividualConnector,105,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:53:32,IncrementalVehicleConnector,6212,32000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:54:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:54:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:54:20,IncrementalIndividualConnector,105,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:56:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:56:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:56:22,IncrementalIndividualConnector,105,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:57:34,IncrementalVehicleConnector,6234,34000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:58:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:58:12,IncrementalSecurityConnector,24,12000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,07:58:22,IncrementalIndividualConnector,105,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:00:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:00:12,IncrementalSecurityConnector,24,12000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:00:21,IncrementalIndividualConnector,105,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:01:36,IncrementalVehicleConnector,6266,36000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:02:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:02:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:02:20,IncrementalIndividualConnector,105,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:04:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:04:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:04:21,IncrementalIndividualConnector,105,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:05:31,IncrementalVehicleConnector,6173,31000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:06:10,IncrementalSecurityConnector,24,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:06:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:06:20,IncrementalIndividualConnector,105,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:08:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:08:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:08:22,IncrementalIndividualConnector,105,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:09:35,IncrementalVehicleConnector,7736,35000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:10:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:10:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:10:20,IncrementalIndividualConnector,105,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:12:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:12:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:12:21,IncrementalIndividualConnector,105,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:13:31,IncrementalVehicleConnector,7120,31000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:14:10,IncrementalSecurityConnector,24,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:14:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:14:22,IncrementalIndividualConnector,105,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:16:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:16:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:16:23,IncrementalIndividualConnector,105,23000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:17:38,IncrementalVehicleConnector,6129,38000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:18:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:18:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:18:20,IncrementalIndividualConnector,105,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:20:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:20:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:20:22,IncrementalIndividualConnector,105,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:21:45,IncrementalVehicleConnector,39056,45000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:22:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:22:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:22:21,IncrementalIndividualConnector,105,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:24:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:24:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:24:21,IncrementalIndividualConnector,105,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:25:38,IncrementalVehicleConnector,35151,38000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:26:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:26:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:26:20,IncrementalIndividualConnector,105,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:28:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:28:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:28:23,IncrementalIndividualConnector,105,23000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:29:36,IncrementalVehicleConnector,6368,36000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:30:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:30:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:30:20,IncrementalIndividualConnector,105,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:32:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:32:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:32:21,IncrementalIndividualConnector,105,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:33:37,IncrementalVehicleConnector,6341,37000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:34:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:34:12,IncrementalSecurityConnector,24,12000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:34:21,IncrementalIndividualConnector,105,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:36:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:36:12,IncrementalLevelStructureConnector,0,12000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:36:22,IncrementalIndividualConnector,105,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:37:30,IncrementalVehicleConnector,7682,30000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:38:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:38:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:38:21,IncrementalIndividualConnector,105,21000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:40:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:40:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:40:22,IncrementalIndividualConnector,105,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:41:37,IncrementalVehicleConnector,7225,37000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:42:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:42:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:42:20,IncrementalIndividualConnector,105,20000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:44:11,IncrementalSecurityConnector,24,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:44:11,IncrementalLevelStructureConnector,0,11000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:44:22,IncrementalIndividualConnector,105,22000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:45:33,IncrementalVehicleConnector,7071,33000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:46:10,IncrementalSecurityConnector,24,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:46:10,IncrementalLevelStructureConnector,0,10000
c:\Attivio\September2014\Connectors\attivio.log.2014-04-24,2014-04-24,08:46:20,IncrementalIndividualConnector,105,20000
